experiment_number;exponent;avg_time_microseconds
0;2;10
1;4;6
2;8;6
3;16;6
4;32;6
5;64;8
6;128;6
7;256;5
8;512;5
9;1024;6
10;2048;6
11;4096;5
12;8192;6
