experiment_number;exponent;avg_time_microseconds
0;2;15
1;4;15
2;8;7
3;16;5
4;32;9
5;64;7
6;128;5
7;256;5
8;512;12
9;1024;8
10;2048;7
11;4096;9
12;8192;7
