experiment_number;exponent;avg_time_microseconds
0;2;10
1;4;13
2;8;30
3;16;95
4;32;374
5;64;1344
6;128;5463
7;256;21394
8;512;86542
9;1024;335509
10;2048;1373854
11;4096;5465260
