experiment_number;exponent;avg_time_microseconds
0;2;15
1;4;6
2;8;7
3;16;7
4;32;8
5;64;7
6;128;4
7;256;4
8;512;5
9;1024;8
10;2048;6
11;4096;5
12;8192;7
