experiment_number;exponent;avg_time_microseconds
0;2;9
1;4;5
2;8;5
3;16;4
4;32;5
5;64;5
6;128;5
7;256;5
8;512;6
9;1024;6
10;2048;6
11;4096;5
12;8192;5
