experiment_number;exponent;avg_time_microseconds
0;2;15
1;4;12
2;8;9
3;16;8
4;32;9
5;64;10
6;128;7
7;256;6
8;512;9
9;1024;7
10;2048;9
11;4096;8
12;8192;6
