experiment_number;exponent;avg_time_microseconds
0;2;106
1;4;97
2;8;108
3;16;99
4;32;108
5;64;126
6;128;106
7;256;108
8;512;108
9;1024;92
10;2048;91
11;4096;116
12;8192;122
