experiment_number;exponent;avg_time_microseconds
0;2;9
1;4;4
2;8;4
3;16;4
4;32;5
5;64;8
6;128;6
7;256;5
8;512;5
9;1024;4
10;2048;5
11;4096;4
12;8192;4
