experiment_number;exponent;avg_time_microseconds
738;1478;81702
739;1480;81596
740;1482;81450
741;1484;79530
742;1486;83390
743;1488;80484
744;1490;84152
745;1492;86177
746;1494;83973
747;1496;85247
748;1498;77459
749;1500;80160
750;1502;81307
751;1504;78355
752;1506;80356
753;1508;78034
754;1510;77366
755;1512;80515
756;1514;79179
757;1516;80401
758;1518;90798
759;1520;79979
760;1522;83155
761;1524;80910
762;1526;78784
763;1528;79833
764;1530;80695
765;1532;79466
766;1534;82235
767;1536;74783
768;1538;76698
769;1540;79050
770;1542;79438
771;1544;78290
772;1546;81296
773;1548;82672
774;1550;80369
775;1552;80715
776;1554;80685
777;1556;83888
778;1558;80591
779;1560;80637
780;1562;81337
781;1564;80311
782;1566;80626
783;1568;81536
784;1570;80787
785;1572;81399
786;1574;90398
787;1576;80190
788;1578;78455
789;1580;79723
790;1582;77943
791;1584;79288
792;1586;81982
793;1588;80750
794;1590;83271
795;1592;108323
796;1594;83115
797;1596;83087
798;1598;85473
799;1600;96619
800;1602;87674
801;1604;83115
802;1606;86569
803;1608;83265
804;1610;79569
805;1612;80519
806;1614;81522
807;1616;79601
808;1618;83966
809;1620;81456
810;1622;84634
811;1624;85299
812;1626;87575
813;1628;84750
814;1630;82856
815;1632;83853
816;1634;82199
817;1636;85346
818;1638;83818
819;1640;84255
820;1642;83299
821;1644;82786
822;1646;83992
823;1648;83218
824;1650;85990
825;1652;88246
826;1654;86238
827;1656;83113
828;1658;79842
829;1660;86081
830;1662;85426
831;1664;84910
832;1666;81289
833;1668;83764
834;1670;88058
835;1672;89506
836;1674;87262
837;1676;84175
838;1678;89593
839;1680;87126
840;1682;87695
841;1684;84840
842;1686;85472
843;1688;84519
844;1690;83934
845;1692;94449
846;1694;95157
847;1696;97340
848;1698;91096
849;1700;92627
850;1702;91036
851;1704;93404
852;1706;97288
853;1708;85578
854;1710;90750
855;1712;91910
856;1714;90515
857;1716;91998
858;1718;91795
859;1720;90267
860;1722;88927
861;1724;90643
862;1726;93047
863;1728;113364
864;1730;94733
865;1732;92401
866;1734;88346
867;1736;89511
868;1738;92649
869;1740;91841
870;1742;91646
871;1744;98056
872;1746;86730
873;1748;89880
874;1750;93569
875;1752;93840
876;1754;95464
877;1756;95082
878;1758;93517
879;1760;94098
880;1762;94733
881;1764;97545
882;1766;93035
883;1768;92556
884;1770;93655
885;1772;95024
886;1774;95669
887;1776;103437
888;1778;93917
889;1780;94804
890;1782;93732
891;1784;94441
892;1786;91681
893;1788;90058
894;1790;96420
895;1792;96953
896;1794;92105
897;1796;93896
898;1798;104635
899;1800;100688
900;1802;97947
901;1804;98652
902;1806;94038
903;1808;95732
904;1810;97278
905;1812;96874
906;1814;95368
907;1816;95764
908;1818;95650
909;1820;97094
910;1822;95556
911;1824;94378
912;1826;95445
913;1828;95580
914;1830;96206
