experiment_number;exponent;avg_time_microseconds
0;2;10
1;4;7
2;8;7
3;16;8
4;32;10
5;64;8
6;128;38
7;256;7
8;512;7
9;1024;12
10;2048;9
11;4096;9
12;8192;9
