experiment_number;exponent;avg_time_microseconds
0;2;794
1;4;1579
2;8;2843
3;16;6053
4;32;11914
5;64;24163
6;128;54496
7;256;123342
8;512;315481
9;1024;945589
10;2048;3145585
11;4096;10926200
