experiment_number;exponent;avg_time_microseconds
0;2;24
1;4;16
2;8;29
3;16;97
4;32;359
5;64;1392
6;128;5464
7;256;21780
8;512;85424
9;1024;341917
10;2048;1368282
11;4096;5460066
