experiment_number;exponent;avg_time_microseconds
0;2;806
1;4;1555
2;8;3053
3;16;5803
4;32;11959
5;64;24937
6;128;54881
7;256;121437
8;512;320076
9;1024;938368
10;2048;3167367
11;4096;11401431
12;8192;41535808
