experiment_number;exponent;avg_time_microseconds
0;2;10
1;4;4
2;8;7
3;16;5
4;32;5
5;64;4
6;128;6
7;256;4
8;512;5
9;1024;4
10;2048;4
11;4096;4
12;8192;4
