experiment_number;exponent;avg_time_microseconds
0;2;14
1;4;20
2;8;50
3;16;166
4;32;622
5;64;2408
6;128;9250
7;256;37507
8;512;149764
9;1024;596480
10;2048;2391662
11;4096;9478030
12;8192;38796784
