experiment_number;exponent;avg_time_microseconds
0;2;420
1;4;306
2;8;325
3;16;357
4;32;336
5;64;316
6;128;423
7;256;386
8;512;436
9;1024;439
10;2048;484
11;4096;764
12;8192;390
