experiment_number;exponent;avg_time_microseconds
0;2;9
1;4;8
2;8;5
3;16;5
4;32;6
5;64;6
6;128;4
7;256;6
8;512;5
9;1024;7
10;2048;8
11;4096;7
12;8192;9
